Eguna	Hilab	Urtea	Tokia	Tmax	Tmin	Tmean	Vmax	Euria
18	2	2021	la-mussara	15.5	8.2	12.0	0.3	0.0
19	2	2021	la-mussara	13.4	7.8	10.3	1.8	0.0
20	2	2021	la-mussara	10.8	5.2	8.1	1.3	0.0
21	2	2021	la-mussara	8.4	5.1	7.0	10.0	0.4
22	2	2021	la-mussara	8.5	4.9	6.9	7.1	23.0
23	2	2021	la-mussara	11.0	5.3	8.0	2.1	0.2
24	2	2021	la-mussara	10.7	5.2	7.1	4.3	0.4
25	2	2021	la-mussara	8.8	5.4	6.5	2.1	0.0
26	2	2021	la-mussara	13.3	6.9	9.2	1.8	0.0
27	2	2021	la-mussara	11.7	5.9	7.8	4.5	0.8
1	3	2021	la-mussara	6.9	4.6	5.4	7.9	0.0
2	3	2021	la-mussara	7.9	4.9	6.3	6.0	0.0
3	3	2021	la-mussara	9.1	4.8	6.7	1.9	0.0
4	3	2021	la-mussara	8.8	4.3	6.1	1.4	0.0
5	3	2021	la-mussara	9.6	4.1	6.9	0.6	0.0
6	3	2021	la-mussara	8.2	3.2	5.9	3.1	0.0
7	3	2021	la-mussara	7.9	3.4	5.5	2.7	0.6
8	3	2021	la-mussara	6.6	3.7	5.2	3.9	5.4
9	3	2021	la-mussara	8.1	0.9	3.7	15.8	0.2
10	3	2021	la-mussara	10.2	-0.8	4.3	3.9	0.0
11	3	2021	la-mussara	15.4	5.1	10.6	1.3	0.0
12	3	2021	la-mussara	11.7	3.2	8.1	1.3	0.0
13	3	2021	la-mussara	11.1	3.3	7.3	3.5	0.0
14	3	2021	la-mussara	10.9	1.9	6.4	10.5	0.0
15	3	2021	la-mussara	11.3	0.6	5.2	16.4	0.0
16	3	2021	la-mussara	13.4	2.6	7.4	15.0	0.0
17	3	2021	la-mussara	15.6	2.6	7.5	10.9	0.0
18	3	2021	la-mussara	10.3	1.1	5.4	4.7	0.0
19	3	2021	la-mussara	5.0	-0.8	1.0	1.6	0.4
20	3	2021	la-mussara	7.4	-1.4	2.5	5.5	0.0
21	3	2021	la-mussara	10.8	-2.4	4.1	11.3	0.0
22	3	2021	la-mussara	11.6	0.1	5.3	17.2	0.0
23	3	2021	la-mussara	12.3	2.3	7.3	5.6	0.0
24	3	2021	la-mussara	12.7	6.5	9.8	4.0	0.0
25	3	2021	la-mussara	14.0	7.7	10.8	4.8	0.0
26	3	2021	la-mussara	14.6	7.3	11.4	3.2	0.0
27	3	2021	la-mussara	10.8	4.4	7.7	4.0	0.4
28	3	2021	la-mussara	13.4	6.6	9.7	2.9	0.0
29	3	2021	la-mussara	14.8	7.4	10.8	3.7	0.0
30	3	2021	la-mussara	14.8	9.0	11.6	3.9	0.0
31	3	2021	la-mussara	13.8	7.6	10.1	2.7	0.0
1	4	2021	la-mussara	15.5	9.4	12.3	2.1	0.0
2	4	2021	la-mussara	15.5	10.6	12.6	1.9	0.0
3	4	2021	la-mussara	17.8	8.0	13.1	1.1	0.0
4	4	2021	la-mussara	13.5	3.0	8.2	1.9	0.0
5	4	2021	la-mussara	15.3	5.8	10.7	1.8	0.0
6	4	2021	la-mussara	13.5	1.1	7.7	9.7	0.0
7	4	2021	la-mussara	7.9	-1.7	2.7	5.1	0.0
8	4	2021	la-mussara	5.7	3.3	4.2	6.0	0.0
9	4	2021	la-mussara	6.0	3.7	4.9	1.3	2.8
10	4	2021	la-mussara	8.1	4.9	6.9	0.0	0.4
11	4	2021	la-mussara	10.8	3.4	7.4	2.6	3.2
12	4	2021	la-mussara	11.1	0.3	5.2	8.7	0.0
13	4	2021	la-mussara	9.9	3.2	6.9	3.2	0.0
14	4	2021	la-mussara	7.2	5.7	6.3	1.6	0.0
15	4	2021	la-mussara	7.8	3.7	5.6	2.3	0.0
16	4	2021	la-mussara	7.3	1.8	4.2	2.1	0.0
17	4	2021	la-mussara	10.5	-0.1	4.4	2.3	0.0
18	4	2021	la-mussara	12.4	-0.4	6.2	2.9	0.0
19	4	2021	la-mussara	12.3	3.2	8.0	2.9	0.0
20	4	2021	la-mussara	10.6	6.7	8.1	0.6	0.0
21	4	2021	la-mussara	7.7	4.4	6.7	0.6	3.4
22	4	2021	la-mussara	7.6	4.4	5.9	0.2	0.0
23	4	2021	la-mussara	11.8	6.4	9.0	4.3	0.0
24	4	2021	la-mussara	13.0	6.2	9.4	2.3	0.0
25	4	2021	la-mussara	14.4	7.8	10.8	4.7	1.2
26	4	2021	la-mussara	10.0	6.6	8.2	1.4	5.6
27	4	2021	la-mussara	11.3	6.8	8.6	0.2	0.0
28	4	2021	la-mussara	11.3	8.4	9.6	0.0	1.2
29	4	2021	la-mussara	12.8	8.5	10.2	0.5	1.2
30	4	2021	la-mussara	11.1	8.6	9.9	0.5	2.2
1	5	2021	la-mussara	12.6	5.4	8.3	6.1	17.6
2	5	2021	la-mussara	10.3	3.2	6.4	2.7	0.0
3	5	2021	la-mussara	11.6	4.9	8.3	1.9	0.0
4	5	2021	la-mussara	14.2	7.1	10.9	0.8	0.0
5	5	2021	la-mussara	19.3	8.5	13.8	4.2	0.0
6	5	2021	la-mussara	16.8	8.6	13.8	1.3	0.0
7	5	2021	la-mussara	21.3	11.1	15.1	3.1	0.0
8	5	2021	la-mussara	17.9	10.8	14.5	3.1	0.0
9	5	2021	la-mussara	16.8	10.9	13.1	3.1	1.0
10	5	2021	la-mussara	15.7	8.6	11.2	5.1	0.4
11	5	2021	la-mussara	13.3	6.6	9.6	10.8	0.2
12	5	2021	la-mussara	15.9	8.0	11.4	5.3	0.0
13	5	2021	la-mussara	15.0	5.6	10.1	6.6	17.6
14	5	2021	la-mussara	14.6	6.1	10.4	10.0	0.0
15	5	2021	la-mussara	20.1	9.0	15.8	3.7	0.0
16	5	2021	la-mussara	21.6	11.9	17.5	6.3	0.0
17	5	2021	la-mussara	17.1	8.9	12.2	3.4	0.0
18	5	2021	la-mussara	15.0	9.1	11.8	3.1	0.0
19	5	2021	la-mussara	16.3	6.8	11.4	6.0	0.0
20	5	2021	la-mussara	16.1	5.2	10.9	2.6	0.0
21	5	2021	la-mussara	14.3	9.8	11.8	2.4	0.0
22	5	2021	la-mussara	14.3	9.1	11.4	0.6	0.0
23	5	2021	la-mussara	11.8	7.6	9.4	0.2	1.8
24	5	2021	la-mussara	18.5	8.1	13.0	4.3	0.0
25	5	2021	la-mussara	13.1	7.6	9.9	2.6	0.0
26	5	2021	la-mussara	13.1	9.3	11.3	1.8	0.0
27	5	2021	la-mussara	19.2	10.8	14.8	2.9	0.2
28	5	2021	la-mussara	19.7	13.0	16.3	3.1	0.0
29	5	2021	la-mussara	21.3	14.7	17.9	2.7	0.0
30	5	2021	la-mussara	20.0	12.9	16.2	5.3	0.2
31	5	2021	la-mussara	19.3	12.3	15.2	4.8	0.0
2	6	2021	la-mussara	18.7	12.6	15.2	3.2	0.0
3	6	2021	la-mussara	18.8	12.2	14.7	4.3	0.2
4	6	2021	la-mussara	18.6	13.2	14.9	3.5	0.2
5	6	2021	la-mussara	17.6	12.5	14.7	2.9	0.0
6	6	2021	la-mussara	19.1	12.2	14.4	1.1	0.2
7	6	2021	la-mussara	21.9	9.7	15.9	2.3	0.0
8	6	2021	la-mussara	20.4	11.5	16.8	2.9	0.0
9	6	2021	la-mussara	22.4	15.5	18.5	3.2	0.8
10	6	2021	la-mussara	21.8	15.0	18.6	5.5	0.2
11	6	2021	la-mussara	21.7	16.2	18.7	2.3	0.0
12	6	2021	la-mussara	24.4	15.2	20.5	3.1	0.0
13	6	2021	la-mussara	26.9	18.6	22.4	3.5	0.0
14	6	2021	la-mussara	27.1	19.9	23.7	3.9	0.0
15	6	2021	la-mussara	27.2	18.4	22.2	4.7	0.0
16	6	2021	la-mussara	25.5	18.0	21.2	4.3	0.0
17	6	2021	la-mussara	19.1	13.8	16.8	2.9	28.8
18	6	2021	la-mussara	22.4	13.8	18.2	3.5	0.0
19	6	2021	la-mussara	21.6	15.6	17.9	2.3	0.0
20	6	2021	la-mussara	20.1	12.4	16.7	1.8	13.6
21	6	2021	la-mussara	20.7	14.1	17.2	5.6	0.0
22	6	2021	la-mussara	18.1	12.9	15.3	5.6	0.0
23	6	2021	la-mussara	16.9	9.8	13.2	1.4	10.0
24	6	2021	la-mussara	21.7	9.1	14.6	3.9	0.0
25	6	2021	la-mussara	19.8	11.7	16.6	2.9	0.0
26	6	2021	la-mussara	20.3	14.1	16.7	3.5	0.0
27	6	2021	la-mussara	20.1	15.0	17.6	6.1	0.0
28	6	2021	la-mussara	24.1	13.1	18.4	1.3	0.0
29	6	2021	la-mussara	22.4	13.9	17.2	2.7	0.0
30	6	2021	la-mussara	16.7	14.8	15.7	0.6	5.0
2	7	2021	la-mussara	21.9	16.0	19.3	3.5	0.0
3	7	2021	la-mussara	25.3	15.9	19.9	1.4	0.0
4	7	2021	la-mussara	26.1	15.9	19.7	2.1	0.0
5	7	2021	la-mussara	22.3	15.8	18.5	1.6	0.0
6	7	2021	la-mussara	25.7	15.3	20.4	7.7	0.0
7	7	2021	la-mussara	20.6	13.0	16.8	3.5	2.8
8	7	2021	la-mussara	22.4	10.8	16.3	6.6	0.0
9	7	2021	la-mussara	19.6	13.3	17.3	1.4	0.0
10	7	2021	la-mussara	22.0	15.3	19.3	3.5	0.0
11	7	2021	la-mussara	22.0	16.3	19.4	5.3	0.0
12	7	2021	la-mussara	24.6	13.1	19.1	8.7	0.0
13	7	2021	la-mussara	19.3	8.8	13.9	16.1	0.0
14	7	2021	la-mussara	23.1	9.2	14.9	7.1	0.0
15	7	2021	la-mussara	22.3	10.4	16.4	2.4	0.0
16	7	2021	la-mussara	23.9	11.8	18.1	2.1	0.0
17	7	2021	la-mussara	22.8	13.7	18.8	2.7	0.0
18	7	2021	la-mussara	25.8	15.2	19.8	3.1	0.0
19	7	2021	la-mussara	25.6	17.4	21.3	5.6	0.0
20	7	2021	la-mussara	23.7	19.3	21.3	5.1	0.0
21	7	2021	la-mussara	26.0	17.8	22.7	4.3	0.0
22	7	2021	la-mussara	26.4	21.2	23.7	6.6	0.0
23	7	2021	la-mussara	25.9	21.9	23.5	9.5	0.0
24	7	2021	la-mussara	27.9	17.6	21.8	2.1	0.0
25	7	2021	la-mussara	24.2	15.8	19.4	3.7	0.0
26	7	2021	la-mussara	20.7	13.6	16.9	2.6	6.2
27	7	2021	la-mussara	22.4	16.3	18.7	4.7	0.0
28	7	2021	la-mussara	19.8	15.4	17.6	1.1	0.0
29	7	2021	la-mussara	22.2	15.3	18.7	4.5	0.2
30	7	2021	la-mussara	24.4	17.1	20.3	2.1	0.0
31	7	2021	la-mussara	20.3	10.5	16.2	7.9	14.2
1	8	2021	la-mussara	20.6	8.9	14.2	39.0	0.0
2	8	2021	la-mussara	20.5	13.4	16.6	29.0	0.0
3	8	2021	la-mussara	19.7	15.0	17.4	26.0	0.2
4	8	2021	la-mussara	24.8	16.1	19.3	29.0	0.0
5	8	2021	la-mussara	23.6	14.1	20.2	26.0	0.2
6	8	2021	la-mussara	22.0	17.2	18.8	26.0	0.0
7	8	2021	la-mussara	26.4	16.6	20.5	27.0	0.0
8	8	2021	la-mussara	19.2	12.1	15.6	29.0	0.8
9	8	2021	la-mussara	21.0	14.0	18.1	27.0	0.0
10	8	2021	la-mussara	25.5	17.3	20.8	26.0	0.0
11	8	2021	la-mussara	30.1	19.8	24.2	56.0	0.0
12	8	2021	la-mussara	32.1	22.9	27.4	48.0	0.2
13	8	2021	la-mussara	30.8	21.1	25.7	23.0	0.0
14	8	2021	la-mussara	32.3	24.7	28.2	31.0	0.0
15	8	2021	la-mussara	31.7	19.8	27.0	42.0	0.0
16	8	2021	la-mussara	27.9	13.0	20.0	24.0	0.0
17	8	2021	la-mussara	24.6	10.6	16.9	34.0	0.0
18	8	2021	la-mussara	24.3	9.7	16.8	29.0	0.0
19	8	2021	la-mussara	19.4	15.0	17.0	21.0	5.6
20	8	2021	la-mussara	22.2	15.5	18.6	31.0	0.0
21	8	2021	la-mussara	24.4	17.3	20.6	24.0	0.2
22	8	2021	la-mussara	24.3	17.4	20.6	24.0	0.0
23	8	2021	la-mussara	23.3	15.3	18.4	27.0	0.2
24	8	2021	la-mussara	20.3	12.7	16.5	32.0	1.4
25	8	2021	la-mussara	19.6	14.4	16.7	31.0	2.4
26	8	2021	la-mussara	21.9	15.1	19.2	21.0	0.0
27	8	2021	la-mussara	28.8	19.0	23.1	29.0	0.0
28	8	2021	la-mussara	21.5	15.4	18.1	27.0	0.0
29	8	2021	la-mussara	17.3	15.2	16.0	23.0	0.0
30	8	2021	la-mussara	17.7	14.6	16.2	21.0	17.4
31	8	2021	la-mussara	18.5	15.8	17.3	23.0	0.2
1	9	2021	la-mussara	17.5	11.9	15.7	39.0	4.0
2	9	2021	la-mussara	20.5	11.7	16.4	32.0	11.4
3	9	2021	la-mussara	20.6	14.8	17.2	16.0	1.8
4	9	2021	la-mussara	18.9	15.8	17.1	21.0	0.2
5	9	2021	la-mussara	21.5	16.4	18.5	18.0	0.4
6	9	2021	la-mussara	23.0	16.8	19.2	21.0	0.2
7	9	2021	la-mussara	21.6	16.3	18.6	32.0	0.2
8	9	2021	la-mussara	20.1	17.7	18.9	23.0	0.0
9	9	2021	la-mussara	20.9	15.3	17.8	16.0	3.2
10	9	2021	la-mussara	23.3	15.1	17.8	31.0	0.0
11	9	2021	la-mussara	18.2	15.0	17.0	21.0	0.2
12	9	2021	la-mussara	22.0	15.0	18.0	23.0	0.2
13	9	2021	la-mussara	22.8	15.0	18.0	27.0	0.2
14	9	2021	la-mussara	22.3	16.8	19.4	27.0	0.0
15	9	2021	la-mussara	22.2	15.1	18.7	26.0	0.0
16	9	2021	la-mussara	21.3	14.3	17.2	31.0	3.2
17	9	2021	la-mussara	22.0	12.7	17.2	23.0	0.0
18	9	2021	la-mussara	20.5	13.1	16.8	44.0	0.4
19	9	2021	la-mussara	19.5	8.9	13.8	47.0	0.0
20	9	2021	la-mussara	18.3	8.7	12.9	29.0	0.0
21	9	2021	la-mussara	15.3	7.8	11.2	18.0	2.0
22	9	2021	la-mussara	17.7	11.7	13.9	27.0	2.2
23	9	2021	la-mussara	17.7	10.3	13.9	35.0	12.4
24	9	2021	la-mussara	19.3	14.4	16.1	21.0	0.0
25	9	2021	la-mussara	20.2	15.9	17.6	29.0	0.0
26	9	2021	la-mussara	21.1	14.3	17.0	34.0	0.0
27	9	2021	la-mussara	22.7	13.9	17.8	19.0	0.0
28	9	2021	la-mussara	16.3	14.0	15.4	24.0	0.0
29	9	2021	la-mussara	20.2	10.9	15.2	24.0	0.2
30	9	2021	la-mussara	18.9	9.6	13.7	21.0	0.0
1	10	2021	la-mussara	18.3	12.2	14.8	23.0	0.0
2	10	2021	la-mussara	17.3	12.6	15.1	39.0	1.4
3	10	2021	la-mussara	16.8	7.8	14.2	34.0	5.8
4	10	2021	la-mussara	13.1	6.1	9.2	34.0	0.8
5	10	2021	la-mussara	17.6	9.5	12.9	39.0	0.0
6	10	2021	la-mussara	15.7	8.8	12.0	31.0	0.0
7	10	2021	la-mussara	17.2	6.4	12.3	21.0	0.0
8	10	2021	la-mussara	12.9	10.8	11.9	21.0	0.0
9	10	2021	la-mussara	13.6	10.1	11.7	18.0	0.4
10	10	2021	la-mussara	15.9	7.0	11.2	21.0	0.4
11	10	2021	la-mussara	17.3	8.1	12.3	24.0	0.4
12	10	2021	la-mussara	18.2	9.6	13.1	23.0	0.0
13	10	2021	la-mussara	16.5	7.2	11.8	26.0	0.0
14	10	2021	la-mussara	14.0	9.8	11.6	27.0	0.2
15	10	2021	la-mussara	18.6	11.1	13.6	23.0	0.0
16	10	2021	la-mussara	15.8	9.8	12.1	27.0	0.2
17	10	2021	la-mussara	14.1	11.3	12.2	18.0	0.2
18	10	2021	la-mussara	15.1	11.7	13.3	19.0	0.4
19	10	2021	la-mussara	15.8	11.7	13.3	32.0	0.2
20	10	2021	la-mussara	13.6	11.5	12.9	29.0	0.4
21	10	2021	la-mussara	16.0	8.6	12.6	29.0	1.0
22	10	2021	la-mussara	13.9	6.7	9.9	26.0	0.0
23	10	2021	la-mussara	14.9	3.6	9.1	27.0	0.2
24	10	2021	la-mussara	15.2	6.6	10.7	24.0	0.2
25	10	2021	la-mussara	14.6	8.7	11.3	24.0	0.0
26	10	2021	la-mussara	15.7	7.7	11.2	23.0	0.0
27	10	2021	la-mussara	14.5	8.2	10.8	23.0	0.0
28	10	2021	la-mussara	13.3	7.5	9.8	26.0	0.4
29	10	2021	la-mussara	13.8	9.8	11.4	26.0	0.4
30	10	2021	la-mussara	15.5	10.7	13.1	42.0	18.8
31	10	2021	la-mussara	18.8	12.5	15.3	37.0	0.0
1	11	2021	la-mussara	15.3	7.9	11.0	50.0	2.6
2	11	2021	la-mussara	10.4	5.9	7.8	39.0	0.0
3	11	2021	la-mussara	8.4	2.8	5.6	48.0	0.0
4	11	2021	la-mussara	7.6	1.4	4.0	39.0	0.0
5	11	2021	la-mussara	8.7	1.3	4.4	42.0	0.2
6	11	2021	la-mussara	8.6	0.9	4.7	39.0	0.0
7	11	2021	la-mussara	9.6	0.2	4.7	40.0	0.0
8	11	2021	la-mussara	13.1	3.8	7.9	32.0	0.0
9	11	2021	la-mussara	11.4	2.7	7.1	35.0	0.2
10	11	2021	la-mussara	9.1	5.8	7.7	48.0	1.2
11	11	2021	la-mussara	10.9	6.9	8.8	44.0	2.8
12	11	2021	la-mussara	13.4	7.6	9.7	35.0	1.2
13	11	2021	la-mussara	11.7	6.4	8.6	29.0	0.0
14	11	2021	la-mussara	11.2	4.2	7.2	31.0	0.2
15	11	2021	la-mussara	9.3	1.7	5.9	32.0	0.0
16	11	2021	la-mussara	7.1	1.9	4.9	29.0	0.2
17	11	2021	la-mussara	9.2	1.1	4.7	35.0	0.0
18	11	2021	la-mussara	9.9	0.7	5.4	18.0	0.0
19	11	2021	la-mussara	11.3	5.4	7.8	19.0	0.0
20	11	2021	la-mussara	12.0	5.9	8.5	10.0	0.0
21	11	2021	la-mussara	10.6	5.2	7.5	27.0	0.0
22	11	2021	la-mussara	9.6	3.2	5.7	37.0	15.8
23	11	2021	la-mussara	7.5	3.8	5.2	61.0	53.8
24	11	2021	la-mussara	5.8	1.8	3.8	39.0	24.4
25	11	2021	la-mussara	3.9	0.9	2.4	31.0	7.6
26	11	2021	la-mussara	4.3	0.6	1.7	48.0	0.2
27	11	2021	la-mussara	4.4	-1.0	1.6	53.0	0.6
28	11	2021	la-mussara	2.0	-2.0	-0.3	56.0	0.0
29	11	2021	la-mussara	6.7	-0.4	2.8	44.0	0.2
30	11	2021	la-mussara	7.6	1.1	4.4	31.0	0.2
1	12	2021	la-mussara	7.5	2.8	4.4	45.0	0.0
2	12	2021	la-mussara	4.9	-0.2	4.4	55.0	0.0
3	12	2021	la-mussara	6.1	0.3	4.4	50.0	0.0
4	12	2021	la-mussara	8.5	3.3	4.4	66.0	0.0
5	12	2021	la-mussara	3.3	-0.6	4.4	58.0	1.6
6	12	2021	la-mussara	6.9	-0.7	4.4	56.0	0.0
7	12	2021	la-mussara	11.1	4.6	4.4	44.0	0.0
8	12	2021	la-mussara	8.8	-0.4	4.4	53.0	0.8
9	12	2021	la-mussara	6.4	-0.6	4.4	60.0	3.8
10	12	2021	la-mussara	8.7	3.7	4.4	68.0	1.0
11	12	2021	la-mussara	10.1	3.6	4.4	47.0	0.0
12	12	2021	la-mussara	10.1	3.9	4.4	21.0	0.2
13	12	2021	la-mussara	12.2	5.9	4.4	15.0	0.2
14	12	2021	la-mussara	16.2	8.7	4.4	13.0	0.0
15	12	2021	la-mussara	14.4	7.4	4.4	16.0	0.0
16	12	2021	la-mussara	12.8	6.8	4.4	13.0	0.0
17	12	2021	la-mussara	9.7	3.4	4.4	16.0	0.0
18	12	2021	la-mussara	10.0	2.8	4.4	16.0	0.0
19	12	2021	la-mussara	9.6	2.6	4.4	21.0	0.2
20	12	2021	la-mussara	8.0	4.8	4.4	34.0	0.0
21	12	2021	la-mussara	10.6	6.7	4.4	34.0	0.0
22	12	2021	la-mussara	11.3	5.8	4.4	16.0	0.4
23	12	2021	la-mussara	7.9	6.1	4.4	18.0	0.6
24	12	2021	la-mussara	9.4	6.9	4.4	13.0	1.6
25	12	2021	la-mussara	10.8	6.7	4.4	27.0	0.2
26	12	2021	la-mussara	9.4	5.9	4.4	37.0	0.0
27	12	2021	la-mussara	11.8	6.9	4.4	56.0	0.0
28	12	2021	la-mussara	11.8	7.6	4.4	63.0	0.2
29	12	2021	la-mussara	12.2	8.3	4.4	60.0	0.0
30	12	2021	la-mussara	15.0	8.6	4.4	26.0	0.0
31	12	2021	la-mussara	20.6	13.6	4.4	23.0	0.0
1	1	2022	la-mussara	18.3	13.7	15.6	24.0	0.0
2	1	2022	la-mussara	17.3	11.6	14.8	29.0	0.0
3	1	2022	la-mussara	15.0	9.3	11.7	24.0	0.0
4	1	2022	la-mussara	15.7	2.9	11.6	34.0	0.2
5	1	2022	la-mussara	3.8	-1.3	1.3	53.0	4.2
6	1	2022	la-mussara	1.2	-3.3	-1.1	47.0	0.0
7	1	2022	la-mussara	5.7	-2.3	1.8	39.0	0.0
8	1	2022	la-mussara	5.4	0.8	3.2	56.0	0.0
9	1	2022	la-mussara	8.0	3.1	5.6	81.0	0.0
10	1	2022	la-mussara	10.8	5.2	7.6	56.0	0.0
11	1	2022	la-mussara	9.7	2.4	6.0	26.0	0.0
12	1	2022	la-mussara	6.9	-0.8	3.2	18.0	0.0
13	1	2022	la-mussara	8.1	0.9	4.4	16.0	0.0
14	1	2022	la-mussara	6.7	-0.4	3.2	18.0	0.0
15	1	2022	la-mussara	6.0	0.4	2.4	26.0	0.0
16	1	2022	la-mussara	5.8	0.3	2.3	26.0	0.0
17	1	2022	la-mussara	9.7	0.9	3.8	23.0	0.0
18	1	2022	la-mussara	10.1	3.1	5.7	24.0	0.0
19	1	2022	la-mussara	7.7	0.2	2.9	21.0	0.0
20	1	2022	la-mussara	7.1	-0.9	2.5	29.0	0.0
21	1	2022	la-mussara	3.9	-2.8	0.2	27.0	0.0
22	1	2022	la-mussara	4.3	-3.2	0.8	23.0	0.0
23	1	2022	la-mussara	5.9	0.7	3.1	19.0	0.0
24	1	2022	la-mussara	7.0	1.2	3.7	19.0	0.0
25	1	2022	la-mussara	9.1	2.2	5.4	18.0	0.0
26	1	2022	la-mussara	11.4	4.9	7.7	16.0	0.0
27	1	2022	la-mussara	12.1	5.7	7.7	21.0	0.0
28	1	2022	la-mussara	10.0	3.7	7.0	26.0	0.0
29	1	2022	la-mussara	13.8	5.9	9.8	31.0	0.0
30	1	2022	la-mussara	12.6	7.9	9.9	40.0	0.0
31	1	2022	la-mussara	8.6	1.7	5.2	50.0	0.0
1	2	2022	la-mussara	7.6	0.8	3.5	48.0	0.0
2	2	2022	la-mussara	14.9	1.9	9.6	45.0	0.0
3	2	2022	la-mussara	18.1	10.2	14.4	26.0	0.0
4	2	2022	la-mussara	11.6	5.8	8.7	24.0	0.0
5	2	2022	la-mussara	8.3	1.2	4.7	27.0	0.0
6	2	2022	la-mussara	7.3	-1.2	3.1	35.0	0.0
7	2	2022	la-mussara	9.7	0.2	4.4	42.0	0.0
8	2	2022	la-mussara	10.9	3.0	6.2	24.0	0.0
9	2	2022	la-mussara	9.4	2.7	5.9	19.0	0.0
10	2	2022	la-mussara	8.9	2.2	5.8	19.0	0.0
11	2	2022	la-mussara	11.6	5.3	8.3	26.0	0.0
12	2	2022	la-mussara	6.2	4.4	5.5	34.0	0.0
13	2	2022	la-mussara	6.5	5.3	5.9	29.0	0.0
14	2	2022	la-mussara	6.8	2.0	4.9	44.0	0.0
15	2	2022	la-mussara	7.8	0.6	3.9	44.0	0.0
16	2	2022	la-mussara	10.6	3.8	6.6	48.0	0.0
17	2	2022	la-mussara	14.5	5.9	9.4	55.0	0.0
18	2	2022	la-mussara	18.2	7.9	12.6	24.0	0.0
19	2	2022	la-mussara	7.9	0.4	3.3	32.0	0.0
20	2	2022	la-mussara	8.6	-0.9	4.0	44.0	0.0
21	2	2022	la-mussara	11.9	3.7	6.7	52.0	0.0
22	2	2022	la-mussara	13.1	0.9	6.8	37.0	0.0
23	2	2022	la-mussara	10.4	5.1	7.0	29.0	0.0
24	2	2022	la-mussara	10.9	4.9	7.2	24.0	0.0
25	2	2022	la-mussara	9.3	2.4	5.1	26.0	0.0
26	2	2022	la-mussara	5.3	2.3	3.8	21.0	0.0
27	2	2022	la-mussara	6.2	2.7	4.3	21.0	0.0
28	2	2022	la-mussara	7.9	3.2	5.2	24.0	0.0
1	3	2022	la-mussara	11.2	4.3	6.7	24.0	0.0
2	3	2022	la-mussara	9.6	3.6	5.8	31.0	1.0
3	3	2022	la-mussara	10.0	2.8	5.6	32.0	0.0
4	3	2022	la-mussara	9.3	2.4	5.6	35.0	0.0
5	3	2022	la-mussara	8.0	0.4	3.4	31.0	0.0
6	3	2022	la-mussara	4.0	0.9	2.6	16.0	0.0
7	3	2022	la-mussara	3.7	2.1	2.8	19.0	0.0
8	3	2022	la-mussara	5.0	1.7	3.3	11.0	4.6
9	3	2022	la-mussara	7.8	1.9	4.4	26.0	0.0
10	3	2022	la-mussara	6.3	4.6	5.5	37.0	0.2
11	3	2022	la-mussara	6.4	4.9	5.8	27.0	30.4
12	3	2022	la-mussara	8.0	4.4	5.6	32.0	29.6
13	3	2022	la-mussara	8.5	4.2	5.7	40.0	1.4
14	3	2022	la-mussara	7.7	4.3	6.0	63.0	4.4
15	3	2022	la-mussara	10.2	7.2	8.3	44.0	0.2
16	3	2022	la-mussara	11.1	6.7	8.2	35.0	0.0
17	3	2022	la-mussara	9.6	5.9	7.9	40.0	3.4
18	3	2022	la-mussara	8.1	5.0	6.4	34.0	6.0
19	3	2022	la-mussara	6.9	4.4	5.2	42.0	0.8
20	3	2022	la-mussara	7.3	4.4	5.9	56.0	4.8
21	3	2022	la-mussara	6.1	3.4	4.9	60.0	4.8
22	3	2022	la-mussara	5.2	2.6	3.5	50.0	1.6
23	3	2022	la-mussara	5.3	2.4	3.3	40.0	2.2
24	3	2022	la-mussara	6.3	2.3	4.3	34.0	1.6
25	3	2022	la-mussara	10.9	4.2	6.6	34.0	0.2
26	3	2022	la-mussara	6.4	2.8	4.5	44.0	9.4
27	3	2022	la-mussara	13.1	5.1	8.4	31.0	0.0
28	3	2022	la-mussara	12.2	6.3	8.7	27.0	0.0
29	3	2022	la-mussara	11.1	6.1	8.7	34.0	1.8
30	3	2022	la-mussara	10.5	4.5	7.1	35.0	0.4
31	3	2022	la-mussara	9.7	2.4	5.3	47.0	0.6
1	4	2022	la-mussara	5.4	-2.6	1.3	64.0	0.0
2	4	2022	la-mussara	6.9	-3.4	0.7	60.0	0.0
3	4	2022	la-mussara	4.8	-3.6	0.4	27.0	0.0
4	4	2022	la-mussara	4.4	-2.0	1.2	29.0	0.0
5	4	2022	la-mussara	8.2	0.6	4.6	27.0	0.0
6	4	2022	la-mussara	13.1	4.8	8.3	26.0	0.0
7	4	2022	la-mussara	17.3	7.3	12.0	40.0	0.0
8	4	2022	la-mussara	15.7	8.6	12.1	48.0	0.0
9	4	2022	la-mussara	13.3	4.6	9.2	66.0	0.0
10	4	2022	la-mussara	7.2	4.5	6.0	29.0	7.8
11	4	2022	la-mussara	12.4	5.1	8.2	34.0	0.0
12	4	2022	la-mussara	8.8	6.9	8.1	29.0	1.0
13	4	2022	la-mussara	8.5	7.3	8.1	34.0	26.6
14	4	2022	la-mussara	15.3	7.3	11.2	32.0	0.2
15	4	2022	la-mussara	18.3	10.4	14.1	34.0	0.0
16	4	2022	la-mussara	20.3	10.7	15.5	27.0	0.0
17	4	2022	la-mussara	17.2	7.9	12.1	31.0	0.0
